"label","id","type","author","year","title","journal","abstract","keywords","doi","source","n_duplicates","matches","screened_topics","display","topic","notes","citation","screened_titles"
"ref_914","pop00916","ARTICLE","S Sauerwald; J Van Oosterhout; ...","2018","Proxy advisors and shareholder dissent: A cross-country comparative study","Journal of …","… market-based corporate governance systems, we know little about the corporate governance role of … Drawing on agency theory and the comparative corporate governance literature, we …","","10.1177/0149206316675928","Google Scholar",1,914,"selected",TRUE,4,NA,"Proxy Advisors and Shareholder Dissent: a Cross-Country Comparative Study.","excluded"
"ref_915","pop00917","BOOK","M Goergen","2018","Corporate governance: a global perspective",NA,NA,"",NA,"Google Scholar",1,915,"selected",TRUE,1,NA,"Corporate Governance: a Global Perspective.","excluded"
"ref_916","pop00918","ARTICLE","SG Lazzarini; A Musacchio","2018","State ownership reinvented? Explaining performance differences between state� owned and private firms","Corporate Governance: An …","Manuscript Type Empirical Research Question/Issue This study aims to understand the implications of the corporate governance arrangements in state� owned enterprises (SOEs) that …","","10.1111/corg.12239","Google Scholar",1,916,"selected",TRUE,1,NA,"State Ownership Reinvented? Explaining Performance Differences Between State� Owned and Private Firms.","excluded"
"ref_917","pop00919","ARTICLE","MF Kao; L Hodgkinson; A Jaafar","2018","Ownership structure, board of directors and firm performance: evidence from Taiwan","Corporate Governance: The …","… First, unlike most of the previous literature on Western developed countries, this study examines the effects of corporate governance mechanisms on firm performance in a newly …","","10.1108/CG-04-2018-0144","Google Scholar",1,917,"selected",TRUE,1,NA,"Ownership Structure, Board of Directors and Firm Performance: Evidence from Taiwan.","excluded"
"ref_918","pop00920","ARTICLE","AAM Qadorah; FHB Fadzil","2018","The relationship between board size and CEO duality and firm performance: Evidence from Jordan","International Journal of Accounting …","… support the relationship between corporate governance and a firm’s financial performance. Prior work indicated that there are some measurements for corporate governance such as: (i) …","",NA,"Google Scholar",1,918,"selected",TRUE,4,NA,"The Relationship Between Board Size and Ceo Duality and Firm Performance: Evidence from Jordan.","excluded"
"ref_919","pop00921","ARTICLE","V Scafarto; P Dimitropoulos","2018","Human capital and financial performance in professional football: the role of governance mechanisms","Corporate Governance: The …","… of corporate governance is concerned, several recent investigations have documented the relevance of corporate governance quality … documented that corporate governance quality in …","","10.1108/CG-05-2017-0096","Google Scholar",1,919,"selected",TRUE,1,NA,"Human Capital and Financial Performance in Professional Football: The Role of Governance Mechanisms.","excluded"
"ref_920","pop00922","MISC","S Neifar; A Jarboui","2018","Corporate governance and operational risk voluntary disclosure: Evidence from islamic banks. Research in International Business and Finance 46: 43-54",NA,NA,"",NA,"Google Scholar",1,920,"selected",TRUE,1,NA,"Corporate Governance and Operational Risk Voluntary Disclosure: Evidence from Islamic Banks. Research in International Business and Finance 46: 43-54.","excluded"
"ref_921","pop00923","ARTICLE","P Guimaraes; RPC Leal; P Wanke; ...","2018","Shareholder activism impact on efficiency in Brazil","Corporate Governance …","Purpose This paper aims to investigate the long-term impact of shareholder activism on Brazilian listed companies. Design/methodology/approach This study uses a sample of 194 …","","10.1108/CG-01-2018-0010","Google Scholar",1,921,"selected",TRUE,4,NA,"Shareholder Activism Impact on Efficiency in Brazil.","excluded"
"ref_922","pop00924","ARTICLE","LL Chong; HB Ong; SH Tan","2018","Corporate risk-taking and performance in Malaysia: the effect of board composition, political connections and sustainability practices","Corporate Governance: The …","… corporate governance on risk-taking of firms, especially on the aggregate quality of corporate governance, … greater the companies engaged in corporate governance practices, the lower …","","10.1108/CG-05-2017-0095","Google Scholar",1,922,"selected",TRUE,3,NA,"Corporate Risk-Taking and Performance in Malaysia: The Effect of Board Composition, Political Connections and Sustainability Practices.","selected"
"ref_923","pop00925","ARTICLE","MH Elmagrhi; CG Ntim; J Malagila; S Fosu; ...","2018","Trustee board diversity, governance mechanisms, capital structure and performance in UK charities","Corporate Governance …","Purpose This paper aims to investigate the association among trustee board diversity (TBD), corporate governance (CG), capital structure (CS) and financial performance (FP) by using …","","10.1108/CG-08-2017-0185","Google Scholar",1,923,"selected",TRUE,3,NA,"Trustee Board Diversity, Governance Mechanisms, Capital Structure and Performance in Uk Charities.","excluded"
"ref_924","pop00926","ARTICLE","JY Shin; JH Hyun; S Oh; H Yang","2018","The effects of politically connected outside directors on firm performance: Evidence from Korean chaebol firms","Corporate Governance: An …","… This study contributes to corporate governance knowledge by revealing the relationship between PCODs and firm performance via an empirical inquiry into the role of PCODs on the …","","10.1111/corg.12203","Google Scholar",1,924,"selected",TRUE,1,NA,"The Effects of Politically Connected Outside Directors on Firm Performance: Evidence from Korean Chaebol Firms.","excluded"
"ref_925","pop00927","ARTICLE","PN Kayalvizhi; M Thenmozhi","2018","Does quality of innovation, culture and governance drive FDI?: Evidence from emerging markets","Emerging Markets Review","… , culture and corporate governance drive inward FDI in … , the greater the influence of corporate governance on FDI. Cultural … technology, innovation, corporate governance and culture in …","",NA,"Google Scholar",1,925,"selected",TRUE,1,NA,"Does Quality of Innovation, Culture and Governance Drive Fdi?: Evidence from Emerging Markets.","excluded"
"ref_926","pop00928","ARTICLE","D Nordberg; R Booth","2018","Evaluating the effectiveness of corporate boards","Corporate Governance: The international …","Purpose This paper aims to examine how board evaluations have emerged as an important tool in public policy and corporate practice for enhancing board effectiveness. Design/…","","10.1108/CG-08-2018-0275","Google Scholar",1,926,"selected",TRUE,3,NA,"Evaluating the Effectiveness of Corporate Boards.","excluded"
"ref_927","pop00929","ARTICLE","MA Harjoto; I Laksmana; Y wen Yang","2018","Board nationality and educational background diversity and corporate social performance","Corporate Governance: The …","… We also exclude corporate governance category in our CSP measure because we use internal and external corporate governance measures from RiskMetrics and other databases as …","","10.1108/CG-04-2018-0138","Google Scholar",1,927,"selected",TRUE,1,NA,"Board Nationality and Educational Background Diversity and Corporate Social Performance.","excluded"
"ref_928","pop00930","ARTICLE","R Zaman; S Bahadar; UN Kayani; ...","2018","Role of media and independent directors in corporate transparency and disclosure: evidence from an emerging economy","Corporate Governance …","Purpose The purpose of this paper is to examine the impact of corporate governance, with particular reference to the role of independent directors on boards and audit committees, and …","","10.1108/CG-01-2018-0042","Google Scholar",1,928,"selected",TRUE,1,NA,"Role of Media and Independent Directors in Corporate Transparency and Disclosure: Evidence from an Emerging Economy.","excluded"
"ref_929","pop00931","ARTICLE","T Makkonen; AM Williams; ...","2018","Foreign board members and firm innovativeness: an exploratory analysis for setting a research agenda","Corporate Governance …","Purpose This paper aims to assess the often repeated, but empirically unconfirmed, supposition that there is a positive connection between foreign board members (FBMs) and firm …","","10.1108/CG-12-2017-0301","Google Scholar",1,929,"selected",TRUE,4,NA,"Foreign Board Members and Firm Innovativeness: An Exploratory Analysis for Setting a Research Agenda.","excluded"
"ref_930","pop00932","ARTICLE","TL Lin; HY Liu; CJ Huang; YC Chen","2018","Ownership structure, board gender diversity and charitable donation","Corporate Governance: The …","Purpose This paper aims to examine the effect of ownership structure and board gender diversity on charitable donations for a group of listed electronics companies in Taiwan. Design/…","","10.1108/CG-12-2016-0229","Google Scholar",1,930,"selected",TRUE,4,NA,"Ownership Structure, Board Gender Diversity and Charitable Donation.","excluded"
"ref_931","pop00933","ARTICLE","L Hornuf; M Schmitt; E Stenzhorn","2018","Equity crowdfunding in Germany and the United Kingdom: Follow� up funding and firm failure","Corporate Governance: An …","Manuscript type Empirical Research question/issue Today, startups frequently obtain financing via the Internet through many small contributions of nonsophisticated investors. Yet, little …","","10.1111/corg.12260","Google Scholar",1,931,"selected",TRUE,1,NA,"Equity Crowdfunding in Germany and the United Kingdom: Follow� Up Funding and Firm Failure.","excluded"
